Date,USD/BRL,USD/RUB,USD/INR,USD/CNY,USD/ZAR,USD/XAU,USD/OIL
2010-01-01,-1.3066125266752666,-1.305228955747277,-1.6821861317856794,0.7315693717550223,-1.5261900237791903,-1.3474215974563488,0.4446393541233372
2010-01-04,-1.3066125266752666,-1.2888606074693487,-1.7116689419614237,0.7315693717550223,-1.5476831192535736,-1.3474215974563488,0.4446393541233372
2010-01-05,-1.2929542315186677,-1.305228955747277,-1.7270510954738783,0.7318823084101234,-1.5371221513262756,-1.3459511956310297,0.4564416567769631
2010-01-06,-1.2971275668187772,-1.305228955747277,-1.7636752206068353,0.7359445242282436,-1.5370365409849311,-1.2805221283852608,0.5204479704697238
2010-01-07,-1.2915125552498783,-1.305228955747277,-1.7666053042992962,0.734382821301835,-1.502242130027405,-1.2908144924588556,0.49684301883044985
2010-01-08,-1.2967481973702075,-1.3118625519831366,-1.782170478893507,0.7334455015110801,-1.5257332538180592,-1.2720681031210441,0.5009283513646998
2010-01-11,-1.2975070267226276,-1.3402196139046652,-1.796820198802064,0.7303206054837147,-1.5218799718247384,-1.2261208504775658,0.4904874798904684
2010-01-12,-1.2927265555763574,-1.327589065696569,-1.7730145349294855,0.7306320519642703,-1.505467557482377,-1.3062525898656088,0.41195530852124856
2010-01-13,-1.286200930693498,-1.328420786928834,-1.7849175415042122,0.7312579252744695,-1.5182263565575735,-1.2786842382795216,0.3602056850952822
2010-01-14,-1.27239094203064,-1.3339916445785005,-1.7780504088927591,0.7318823084101234,-1.5205383801957544,-1.255894580449812,0.3484030361096342
2010-01-15,-1.2721632660883295,-1.328297590730766,-1.756075654391486,0.7318823084101234,-1.5153149244245112,-1.3018418330932904,0.2853048049791661
2010-01-18,-1.27299798742152,-1.3259820310302006,-1.7711832762813067,0.7312579252744695,-1.5136023092812116,-1.3018418330932904,0.2853048049791661
2010-01-19,-1.2647271183467905,-1.326136075242888,-1.751955584390738,0.7312579252744695,-1.5109192621287149,-1.2665544328038267,0.33160697202744355
2010-01-20,-1.2531175448498613,-1.3177002694418134,-1.727234116555634,0.7328196282008782,-1.4753256398446803,-1.3672704516354204,0.2680550459478514
2010-01-21,-1.2445431983073323,-1.3201853463274784,-1.7281495712412867,0.734069884646734,-1.4691603342131785,-1.402558300628523,0.19814758092827778
2010-01-22,-1.2308849031507334,-1.316786384767435,-1.7176202706103494,0.7318823084101234,-1.4432429942940603,-1.4521813334834797,0.12824011590870418
2010-01-25,-1.2576703400538214,-1.299637630684736,-1.730896633851991,0.7315693717550223,-1.4683325407377315,-1.43012665221461,0.16092416151079286
2010-01-26,-1.2196546991023738,-1.2882444306185998,-1.751955584390738,0.7306320519642703,-1.4685895078672355,-1.4202017764214352,0.13595708602808004
2010-01-27,-1.207514062650616,-1.2887065632566614,-1.7089218793507186,0.7318823084101234,-1.4599694039583315,-1.469824809276392,0.08874683641751001
2010-01-28,-1.1935521995709366,-1.2868581306346198,-1.7061751660168865,0.7315693717550223,-1.4548885867208385,-1.4727656129270303,0.08738505890609334
2010-01-29,-1.1898341257001672,-1.2870327401903867,-1.7290653752038123,0.7315693717550223,-1.4471818866287256,-1.4749709913131894,0.05333923579258802
2010-02-01,-1.1978014268518158,-1.2903495383083166,-1.7116689419614237,0.7318823084101234,-1.4826042882300716,-1.3966766933272465,0.12324670081216163
2010-02-02,-1.2220828806658943,-1.3016451019599269,-1.7288823541220577,0.7256325163553924,-1.490139767639496,-1.348524062297609,0.2503512456353904
2010-02-03,-1.2072104947275353,-1.305290553846311,-1.7471942420500988,0.7315693717550223,-1.4746692031573931,-1.3705787435664785,0.23900263793088863
2010-02-04,-1.184143222150498,-1.2965107192345748,-1.71881060619551,0.7315693717550223,-1.4309692751179914,-1.550691973928914,0.0646878434970898
2010-02-05,-1.182397977958628,-1.2992936018740746,-1.6812706771000268,0.7365703975384456,-1.405337348371845,-1.5881852013081759,-0.023831158065215158
2010-02-08,-1.1908964325203868,-1.2777703055277145,-1.6730301878216585,0.7318823084101234,-1.4178107342740698,-1.5385621684532191,0.00794480497458092
2010-02-09,-1.2125220288286345,-1.288157174805819,-1.7023296276387736,0.7306320519642703,-1.4320538996174714,-1.4981285861269582,0.09237847400263591
2010-02-10,-1.2067552332981955,-1.2897436441291077,-1.7034284526830556,0.7381321004648543,-1.4202798236259413,-1.5014364293543774,0.1273320333464116
2010-02-11,-1.206072295926545,-1.298225672987009,-1.7014138236762473,0.7531336876405759,-1.442443646862081,-1.4338024324260883,0.1618318977410632
2010-02-12,-1.200760761825446,-1.2947651133279316,-1.7014138236762473,0.752196367849821,-1.4297418759792904,-1.4510784199385807,0.1096282330339506
2010-02-15,-1.2061481879073153,-1.2937073691822008,-1.7070906207025398,0.7518834311947201,-1.4223491712090874,-1.4510784199385807,0.1096282330339506
2010-02-16,-1.2129014887324852,-1.305418842415046,-1.7398695567342568,0.7518834311947201,-1.4375057403692801,-1.3415399901550724,0.24036441544230527
2010-02-17,-1.2201100509869949,-1.2990214538339868,-1.737305864482181,0.7518834311947201,-1.4481809007868611,-1.3408050135942324,0.25489061945078667
2010-02-18,-1.2307331191891933,-1.3036475787946558,-1.7252198368256992,0.7518834311947201,-1.4310834676082742,-1.3463186839114498,0.3334227908200065
2010-02-19,-1.2424943861923816,-1.306743544299992,-1.7215573195293414,0.7384450371199552,-1.4403600082044654,-1.3341884297321158,0.3674686139335118
2010-02-22,-1.2390798802446925,-1.306240378905976,-1.7288823541220577,0.734695757956936,-1.4222921430166815,-1.3661679867941603,0.3833569417854321
2010-02-23,-1.2302778577598534,-1.3056499576991794,-1.7134998513327298,0.7356330777476908,-1.4020833387679341,-1.402558300628523,0.32434404318921395
2010-02-24,-1.231036596656993,-1.3050234981768907,-1.7116689419614237,0.7318823084101234,-1.4150706589291673,-1.4253479584582327,0.3760936666151803
2010-02-25,-1.2178336533850147,-1.3048284212082493,-1.7105701169171417,0.7315693717550223,-1.4142714476026588,-1.3838114625870725,0.29302177509854194
2010-02-26,-1.2405974484942526,-1.3088589346612487,-1.7471942420500988,0.7309449886193685,-1.4190951616051768,-1.3452157703665506,0.36065972637642857
2010-03-01,-1.246667811947772,-1.3075342327763027,-1.738038298086078,0.7300076688286137,-1.4436996281497205,-1.3470536604722898,0.3170807680189622
2010-03-02,-1.2963688279216379,-1.3062660366197232,-1.7354746058340023,0.7334455015110801,-1.453375774409166,-1.2768463481737824,0.3615674626066989
2010-03-03,-1.2542557436508512,-1.3173049252036577,-1.779240744477919,0.7284444757276569,-1.4870285326748063,-1.255527092169392,0.4155869461063745
2010-03-04,-1.2538763742022816,-1.3147788155620388,-1.7682535418657193,0.7306320519642703,-1.4892263638227046,-1.2926523825645948,0.3856264555271191
2010-03-05,-1.2618436753539306,-1.3142191444396563,-1.78839668844194,0.7303206054837147,-1.5094636141149194,-1.284565396877159,0.4441853128421909
2010-03-08,-1.2567597267398607,-1.3178953464104548,-1.7929746604239503,0.7318823084101234,-1.5093208394756983,-1.3257344044678991,0.46098137692438157
2010-03-09,-1.2595672777519507,-1.3188965848278194,-1.779240744477919,0.7331325648559791,-1.5196249763789633,-1.3316155630655366,0.44373127156104464
2010-03-10,-1.2694316070570097,-1.3260436291292346,-1.8012151497023186,0.7290703490378588,-1.5124892387382642,-1.3838114625870725,0.47096786078544445
2010-03-11,-1.2686727777045896,-1.3333754677277516,-1.78839668844194,0.7293817955184118,-1.502184965729528,-1.3830764860262326,0.471875943347737
2010-03-12,-1.2747431411581092,-1.3421038889817885,-1.7840017375416852,0.7268827728012482,-1.5119754405847274,-1.4069690574008413,0.4323826638565429
2010-03-15,-1.2744396636903095,-1.3335808273679328,-1.7785083108740223,0.7290703490378588,-1.509691999095485,-1.3937363383802472,0.36701491898438776
2010-03-16,-1.2707974818003103,-1.3398242696665097,-1.7938904643864766,0.7287574123827579,-1.523392784136411,-1.3308805865046966,0.45326406047298345
2010-03-17,-1.2739844022609697,-1.349266308325411,-1.803962212313023,0.7318823084101234,-1.5386063814890094,-1.32426400264258,0.5090993627652219
2010-03-18,-1.2671552094550298,-1.3459135698221942,-1.7938904643864766,0.7334455015110801,-1.53580914184623,-1.3117662601828262,0.475961275881987
2010-03-19,-1.248944209549752,-1.342601962005137,-1.8067089256468551,0.7303206054837147,-1.530528657882581,-1.3852818644123917,0.406961893424706
2010-03-22,-1.2459089825953518,-1.3295504118451384,-1.786565429793761,0.7312579252744695,-1.5357805596972915,-1.415055594384638,0.4328367051376892
2010-03-23,-1.2598708456750312,-1.3289598927081367,-1.7929746604239503,0.7306320519642703,-1.5328120993718233,-1.3996174969778847,0.4627971957169445
